City_ID,City,Country,Lat,Lng,Cloudiness,Humidity,Max_Temp,Wind Speed,Description
460,Hambantota,LK,6.1241,81.1185,75,100,73.74,1.14,light rain
461,Sawang Daen Din,TH,17.4753,103.4575,93,99,79.18,9.69,overcast clouds
462,Videira,BR,-27.0083,-51.1517,99,99,66.83,0.81,overcast clouds
463,Makarov,RU,48.6333,142.8,75,65,21.11,6.58,broken clouds
464,Umm Lajj,SA,25.0213,37.2685,0,38,75.78,10.56,clear sky
465,Mozarlandia,BR,-14.7447,-50.5706,96,90,71.49,5.7,overcast clouds
466,Adrar,MR,20.5022,-10.0711,4,16,73.24,6.73,clear sky
467,Baykit,RU,61.67,96.37,80,100,-28.62,3.94,broken clouds
468,Salta,AR,-24.7859,-65.4117,20,84,69.58,2.3,few clouds
469,Aswan,EG,24.0934,32.907,0,38,58.3,13.8,clear sky
470,Urengoy,RU,65.9667,78.3667,38,100,-24.57,4.23,scattered clouds
471,Amahai,ID,-3.3333,128.9167,66,70,85.48,3.83,broken clouds
472,Manavalakurichi,IN,8.1333,77.3,98,80,79.18,12.53,overcast clouds
473,Yakeshi,CN,49.2833,120.7333,12,87,2.19,6.93,few clouds
474,Brazzaville,CG,-4.2658,15.2832,20,83,77.36,5.75,few clouds
475,Minab,IR,27.1467,57.0801,33,28,68.32,4.61,scattered clouds
476,Roma,US,43.2128,-75.4557,0,69,30.87,10.36,clear sky
477,Tabas,IR,33.5959,56.9244,61,41,39.42,2.3,broken clouds
478,Moree,AU,-29.4667,149.85,0,25,89.91,6.93,clear sky
479,Hervey Bay,AU,-25.2986,152.8535,100,66,75.67,6.51,overcast clouds
480,Ahipara,NZ,-35.1667,173.1667,97,95,67.42,5.03,light rain
481,Jumla,NP,29.2747,82.1838,0,13,49.78,1.81,clear sky
482,Shelburne,CA,44.0787,-80.2041,100,85,25.75,12.75,overcast clouds
483,Xiantao,CN,30.3833,113.4,74,27,43.23,11.39,broken clouds
484,Coronado,US,32.6859,-117.1831,20,83,58.48,3.44,few clouds
485,Gigmoto,PH,13.7796,124.39,100,81,81.43,8.59,overcast clouds
486,Bay Roberts,CA,47.5999,-53.2648,100,93,37.51,8.01,light snow
487,Aripuana,BR,-9.1667,-60.6333,95,95,71.06,0.87,overcast clouds
488,Rocky Mountain House,CA,52.3668,-114.9188,100,79,14.11,9.22,overcast clouds
489,Laichingen,DE,48.4894,9.6861,100,96,25.7,3.96,overcast clouds
490,Dauphin,CA,51.1494,-100.0502,0,92,6.94,9.22,mist
491,Oranjemund,NA,-28.55,16.4333,88,89,64.8,3.65,overcast clouds
492,Hohhot,CN,40.8106,111.6522,0,67,12.49,2.24,clear sky
493,Mbala,ZM,-8.8402,31.3659,55,85,57.76,2.21,broken clouds
494,Churapcha,RU,62.0025,132.4325,98,100,-30.75,2.28,overcast clouds
495,Genhe,CN,50.7833,121.5167,97,91,1.53,3.71,overcast clouds
496,Pangnirtung,CA,66.1451,-65.7125,100,96,7.92,2.35,overcast clouds
497,Lamar,US,33.6668,-95.5836,100,97,55.36,6.91,moderate rain
498,Tezu,IN,27.9167,96.1667,0,31,71.1,2.17,clear sky
499,Daitari,IN,21.1,85.75,70,33,69.67,1.25,broken clouds
500,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,86,84,77.86,7.76,overcast clouds
501,Epe,NG,6.5841,3.9834,68,93,75.02,3.89,broken clouds
502,Zhigansk,RU,66.7697,123.3711,76,99,-46.62,3.74,broken clouds
503,Tarko-Sale,RU,64.9225,77.785,47,100,-25.8,3.69,scattered clouds
504,Pyatigorskiy,RU,43.9742,43.2583,11,89,22.87,3.42,few clouds
505,Muzhi,RU,65.3667,64.6667,57,100,-16.89,1.59,broken clouds
506,Nome,US,64.5011,-165.4064,100,99,28.17,22.86,snow
507,Touros,BR,-5.1989,-35.4608,1,82,78.78,12.73,clear sky
508,Tazmalt,DZ,36.3868,4.3989,58,88,51.75,4.97,broken clouds
509,Corinth,GR,37.9407,22.9573,100,80,61.9,14.61,overcast clouds
510,Eureka,US,40.8021,-124.1637,100,95,47.01,1.01,overcast clouds
511,Sao Felix Do Xingu,BR,-6.6447,-51.995,100,95,71.78,2.01,overcast clouds
512,Pedernales,DO,18.0384,-71.744,0,73,75.29,3.04,clear sky
513,Omboue,GA,-1.5746,9.2618,100,84,77.59,4.45,overcast clouds
514,Tabou,CI,4.423,-7.3528,9,81,78.24,4.14,clear sky
515,Mana,GF,5.6592,-53.7767,90,90,76.12,7.14,overcast clouds
516,Labuhan,ID,-6.8844,112.2051,98,61,86.81,4.63,light rain
517,Praia Da Vitoria,PT,38.7333,-27.0667,40,77,66.45,34.92,light rain
518,Lehigh Acres,US,26.6254,-81.6248,0,88,69.78,3.44,clear sky
519,Labytnangi,RU,66.6572,66.4183,66,96,-15.21,2.86,broken clouds
520,Kumi,KR,36.1136,128.336,4,37,44.15,7.14,clear sky
521,Saint-Georges,GD,12.0564,-61.7485,20,88,73.08,0.0,few clouds
522,Bloemhof,ZA,-27.6469,25.607,81,68,68.13,6.15,broken clouds
523,Bulgan,MN,48.8125,103.5347,100,83,5.41,3.85,overcast clouds
524,Egvekinot,RU,66.3167,-179.1667,100,93,2.25,22.44,snow
525,Matara,LK,5.9485,80.5353,92,83,79.43,6.87,overcast clouds
526,Eidsvag,NO,62.7767,8.0668,21,80,18.25,8.19,few clouds
527,Mackay,AU,-21.15,149.2,35,70,88.68,10.96,scattered clouds
528,Ontario,US,34.0633,-117.6509,75,82,57.85,6.91,broken clouds
529,Los Llanos De Aridane,ES,28.6585,-17.9182,40,92,67.75,4.0,scattered clouds
530,Flinders,AU,-34.5833,150.8552,31,61,82.18,7.0,scattered clouds
531,Villa Bruzual,VE,9.3328,-69.1208,89,68,76.89,6.2,overcast clouds
532,Puerto Del Rosario,ES,28.5004,-13.8627,0,77,67.75,3.44,clear sky
533,Mahon,ES,39.8885,4.2658,0,93,46.96,8.05,clear sky
534,Idil,TR,37.3411,41.8895,0,87,37.33,8.05,clear sky
535,Matagami,CA,49.7502,-77.6328,0,85,1.51,6.91,clear sky
536,Bom Jesus,BR,-9.0744,-44.3586,100,76,75.38,2.1,overcast clouds
537,Evensk,RU,61.95,159.2333,89,76,-8.84,6.02,overcast clouds
538,Mercedes,AR,-34.6515,-59.4307,0,39,73.78,6.87,clear sky
539,Nha Trang,VN,12.25,109.1833,100,78,82.4,8.12,overcast clouds
540,Omsukchan,RU,62.5333,155.8,86,97,-32.21,3.38,overcast clouds
541,Lazarev,RU,52.225,141.5131,22,86,3.04,4.14,few clouds
542,Neryungri,RU,56.6709,124.6491,100,83,-1.35,3.98,overcast clouds
543,Meulaboh,ID,4.1363,96.1285,100,85,76.62,4.12,light rain
544,Biysk,RU,52.5364,85.2072,100,91,10.08,16.06,overcast clouds
545,Friendly,US,38.7518,-76.9786,100,71,43.11,5.75,overcast clouds
546,Roblin,CA,51.23,-101.3565,61,99,1.18,3.91,broken clouds
547,Changji,CN,44.0167,87.3167,0,85,5.79,4.47,clear sky
548,Coari,BR,-4.085,-63.1414,68,94,73.85,1.68,broken clouds
549,Kyra,RU,49.5776,111.9753,100,64,8.35,0.34,overcast clouds
550,Bourail,NC,-21.5667,165.4833,35,62,84.83,3.74,scattered clouds
551,Quito,EC,-0.2299,-78.5249,100,92,49.15,1.54,light rain
552,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,100,94,70.7,0.07,overcast clouds
553,Sinnamary,GF,5.3833,-52.95,73,86,76.66,7.65,broken clouds
554,Linguere,SN,15.3953,-15.1193,0,16,78.53,8.19,clear sky
555,Lima,PE,-12.0432,-77.0282,40,77,66.45,14.97,scattered clouds
556,Acarau,BR,-2.8856,-40.12,0,81,78.69,14.34,clear sky
557,Heinola,FI,61.2056,26.0381,100,95,21.99,7.25,overcast clouds
558,Mission Bend,US,29.6938,-95.6649,75,87,74.21,4.61,broken clouds
559,Namalenga,TZ,-10.95,39.1,96,88,70.77,1.32,overcast clouds
560,Korla,CN,41.7597,86.1469,0,29,22.66,5.37,clear sky
561,Dunkirk,FR,51.05,2.3667,97,45,34.09,10.04,light snow
562,Chumikan,RU,54.7183,135.315,20,78,-0.76,18.07,few clouds
563,Karlsfeld,DE,48.2167,11.4667,99,91,29.41,4.79,overcast clouds
564,Spirit River,CA,55.7833,-118.8361,100,95,-1.77,8.3,light snow
565,Ginir,ET,7.1333,40.7,1,38,53.11,4.59,clear sky
566,Minas Novas,BR,-17.2186,-42.5903,84,97,68.29,1.07,light rain
567,Longhua,CN,23.6137,114.1919,98,56,58.42,6.11,overcast clouds
568,Samarai,PG,-10.6167,150.6667,100,70,85.21,9.4,overcast clouds
569,Khipro,PK,25.8285,69.3772,0,38,64.49,8.43,clear sky
570,Lakhdenpokhya,RU,61.5198,30.1992,99,91,20.89,7.67,overcast clouds
571,Kraskino,RU,42.7114,130.7794,0,45,25.59,10.51,clear sky
572,Ponta Delgada,PT,37.7333,-25.6667,75,82,66.92,24.16,broken clouds
573,Mbandaka,CD,0.0487,18.2603,30,91,70.7,2.73,scattered clouds
574,Davila,PH,18.4726,120.5763,99,68,84.18,16.58,overcast clouds
575,Sisophon,KH,13.5859,102.9737,98,62,80.8,7.74,overcast clouds
576,Montrose,US,38.4166,-108.2673,89,60,24.44,4.5,overcast clouds
577,Mackenzie,CA,55.2999,-123.1698,100,57,12.42,4.61,overcast clouds
578,Banos,EC,-1.4,-78.4167,100,99,61.11,2.55,moderate rain
579,Namatanai,PG,-3.6667,152.4333,89,65,85.66,5.37,overcast clouds
580,Mashhad,IR,36.297,59.6062,100,80,30.34,6.91,overcast clouds
581,Terrace Bay,CA,48.7834,-87.1,100,87,24.78,7.31,overcast clouds
582,Rio Grande,BR,-32.035,-52.0986,97,88,71.85,8.57,overcast clouds
583,Krems,AT,48.4092,15.6142,100,89,37.33,11.34,light snow
584,Nizwa,OM,22.9333,57.5333,2,76,62.98,1.97,clear sky
585,Otukpo,NG,7.1913,8.1329,3,30,71.62,2.89,clear sky
586,Haines Junction,CA,60.7522,-137.5108,25,76,-23.85,1.14,scattered clouds
587,Southend-On-Sea,GB,51.5378,0.7143,100,95,34.05,3.0,fog
588,Kununurra,AU,-15.7667,128.7333,89,59,94.98,3.44,overcast clouds
589,Labrea,BR,-7.2586,-64.7981,94,90,75.87,1.66,overcast clouds
590,Perevolotskiy,RU,51.8763,54.1938,91,98,8.01,7.02,overcast clouds
591,Catuday,PH,16.2923,119.8062,100,72,80.15,15.1,overcast clouds
592,Sangar,RU,63.9242,127.4739,60,98,-38.25,1.57,broken clouds
593,Smolenka,RU,52.1352,113.4974,44,66,3.27,4.47,scattered clouds
594,Zasosna,RU,50.6307,38.3965,100,94,38.61,16.02,overcast clouds
595,San Vicente,AR,-26.6167,-54.1333,100,97,67.42,2.1,overcast clouds
596,Pervomayskoye,RU,43.919,46.7102,92,73,46.44,23.4,overcast clouds
597,Nizhniy Kuranakh,RU,58.8353,125.4869,100,93,3.13,6.64,overcast clouds
598,Vestmanna,FO,62.1564,-7.1664,75,64,34.72,13.8,light snow
599,Rawah,IQ,34.4816,41.9093,4,68,51.94,4.97,clear sky
600,Naryan-Mar,RU,67.6713,53.087,99,100,-5.19,2.19,overcast clouds
601,Ozernovskiy,RU,51.5,156.5167,98,70,26.56,6.53,overcast clouds
602,Peruibe,BR,-24.32,-46.9983,48,94,71.94,2.82,scattered clouds
603,Dalvik,IS,65.9702,-18.5286,7,80,6.73,4.63,clear sky
604,Bilibino,RU,68.0546,166.4372,100,99,-8.61,2.37,overcast clouds
605,Bryan,US,30.6744,-96.37,100,96,71.35,4.61,light rain
606,Nunoa,PE,-14.48,-70.6411,60,76,42.93,1.16,broken clouds
607,Jiuquan,CN,39.7432,98.5174,100,59,19.04,5.5,overcast clouds
608,Carballo,ES,43.213,-8.691,100,83,45.91,2.86,overcast clouds
609,Wawa,NG,9.9022,4.4192,100,26,70.93,5.95,overcast clouds
610,Igrim,RU,63.1906,64.4162,11,99,-19.14,1.45,few clouds
611,Najran,SA,17.4924,44.1277,6,59,57.85,3.56,clear sky
612,Oskarshamn,SE,57.2645,16.4484,94,93,22.98,6.15,overcast clouds
613,Malanje,AO,-9.5402,16.341,100,99,62.08,3.31,light rain
614,Dan Khun Thot,TH,15.2085,101.7714,89,64,76.68,9.69,overcast clouds
615,Monkey Bay,MW,-14.0728,34.9201,98,78,74.46,4.79,overcast clouds
616,Winnemucca,US,40.973,-117.7357,100,76,44.65,10.36,light rain
617,Jiayuguan,CN,39.8167,98.3,73,66,16.18,10.0,broken clouds
618,Waipawa,NZ,-41.4122,175.5153,88,41,69.03,9.84,overcast clouds
619,Westport,US,41.1415,-73.3579,100,73,37.74,8.05,overcast clouds
620,San Cristobal,VE,7.7669,-72.225,87,94,68.18,0.36,overcast clouds
621,Kushima,JP,31.4583,131.2333,0,55,64.09,8.86,clear sky
622,Chaozhou,CN,23.6651,116.6379,88,61,62.46,7.52,overcast clouds
623,Alice Springs,AU,-23.7,133.8833,51,12,98.15,9.22,broken clouds
624,Gat,IL,31.61,34.7642,19,52,59.4,1.14,few clouds
625,Karachi,PK,24.9056,67.0822,0,49,67.82,13.8,haze
626,Nassjo,SE,57.6531,14.6968,91,99,20.32,1.23,overcast clouds
627,Maxixe,MZ,-23.8597,35.3472,19,88,74.01,2.48,few clouds
628,Fianarantsoa,MG,-21.4333,47.0833,90,92,58.17,1.92,overcast clouds
629,Toora-Khem,RU,52.4675,96.11,100,95,0.61,1.36,light snow
630,Romans-Sur-Isere,FR,45.0464,5.0562,70,87,32.85,10.74,broken clouds
631,Richards Bay,ZA,-28.783,32.0377,100,92,72.0,2.04,overcast clouds
632,Lithakia,GR,37.7167,20.8333,100,81,61.97,17.05,overcast clouds
633,Laguna,US,38.421,-121.4238,100,92,54.28,8.05,overcast clouds
634,Zemio,CF,5.0314,25.1361,37,52,69.31,1.88,scattered clouds
635,Hornepayne,CA,49.2138,-84.7705,100,88,16.29,4.38,overcast clouds
636,Didsbury,GB,53.417,-2.2315,100,91,36.55,2.3,mist
637,Abu Zabad,SD,12.35,29.25,0,25,61.57,9.98,clear sky
638,Stornoway,GB,58.2093,-6.3865,96,86,37.36,5.75,light rain
639,Shimoda,JP,34.6667,138.95,59,55,64.11,18.92,broken clouds
640,Skibbereen,IE,51.55,-9.2667,1,82,34.29,6.33,clear sky
641,Conceicao Da Barra,BR,-18.5933,-39.7322,35,95,73.38,6.53,scattered clouds
642,Pochutla,MX,15.7432,-96.4661,0,71,73.81,3.31,clear sky
643,Yukamenskoye,RU,57.8865,52.2416,100,95,19.87,11.32,snow
644,Griffith,US,41.5284,-87.4237,100,93,39.25,0.0,fog
645,Axim,GH,4.8699,-2.2405,40,82,78.73,4.9,scattered clouds
646,Verkhneuralsk,RU,53.8769,59.2106,64,87,1.85,6.53,broken clouds
647,Teahupoo,PF,-17.8333,-149.2667,100,73,78.76,9.31,moderate rain
648,Dashitou,CN,43.3067,128.5114,1,60,17.35,9.78,clear sky
649,Kenosha,US,42.5667,-88.0501,100,90,38.61,3.2,overcast clouds
650,Wageningen,NL,51.9667,5.6667,100,98,34.86,4.61,mist
651,Anloga,GH,5.7947,0.8973,97,82,80.6,8.48,overcast clouds
652,Ust-Kulom,RU,61.6864,53.6902,96,97,6.66,5.86,overcast clouds
653,Kankon,IN,15.0167,74.0167,100,82,76.8,2.08,overcast clouds
654,Kabin Buri,TH,13.9511,101.7177,99,100,83.97,7.49,overcast clouds
655,Gornyy,RU,55.1153,83.9059,100,99,-5.4,6.08,overcast clouds
656,Alta Floresta,BR,-9.8756,-56.0861,98,88,69.39,3.29,overcast clouds
657,Sampit,ID,-2.5333,112.95,99,64,85.64,0.76,overcast clouds
658,Wanxian,CN,30.8039,108.3897,100,64,55.87,3.4,overcast clouds
659,Tacuarembo,UY,-31.7333,-55.9833,80,70,72.41,7.83,broken clouds
660,Lake City,US,30.1897,-82.6393,100,88,64.58,0.0,overcast clouds
661,Port-Cartier,CA,50.0334,-66.8654,2,81,8.74,7.07,clear sky
662,Tonj,SS,7.2737,28.6822,33,29,71.98,5.93,scattered clouds
663,Astoria,US,46.1879,-123.8313,100,94,46.29,4.61,light rain
664,Smithers,CA,54.7804,-127.1743,100,93,23.32,2.3,overcast clouds
665,Causapscal,CA,48.3542,-67.227,8,82,13.66,3.87,clear sky
666,Grand-Santi,GF,4.25,-54.3833,53,99,71.65,2.35,broken clouds
667,Voyinka,UA,45.8699,33.9914,100,80,53.76,10.18,overcast clouds
668,Abdanan,IR,32.9926,47.4198,0,49,46.74,5.88,clear sky
669,Mount Isa,AU,-20.7333,139.5,0,9,101.97,11.5,clear sky
670,Verkhoyansk,RU,67.5447,133.385,100,94,-32.89,6.53,overcast clouds
671,Getashen,AM,40.044,43.942,75,87,38.08,2.3,mist
672,Gaoual,GN,11.75,-13.2,10,47,72.03,1.68,clear sky
673,Kamenka,RU,51.3223,42.7678,100,95,30.51,20.74,overcast clouds
674,Kazerun,IR,29.6195,51.6541,0,66,48.45,1.86,clear sky
675,Sola,VU,-13.8833,167.55,100,78,81.27,0.0,overcast clouds
676,Okaihau,NZ,-35.3167,173.7833,99,89,66.09,4.14,light rain
677,Pushchino,RU,54.8339,37.6264,100,100,33.03,2.98,light snow
678,Puerto Quijarro,BO,-17.7833,-57.7667,100,74,78.8,3.51,overcast clouds
679,Brainerd,US,46.358,-94.2008,100,86,33.82,0.0,mist
680,Marienburg,PL,54.0359,19.0266,97,88,32.04,4.61,overcast clouds
681,Chokwe,MZ,-24.5333,32.9833,74,85,72.93,3.49,broken clouds
682,Chapais,CA,49.7834,-74.8492,98,90,-0.62,5.97,overcast clouds
683,Oulainen,FI,64.2667,24.8,100,89,23.81,10.07,overcast clouds
684,Sorland,NO,67.667,12.6934,20,59,30.06,16.46,few clouds
685,Awjilah,LY,29.1081,21.2869,3,31,67.03,10.47,clear sky
686,Kuching,MY,1.55,110.3333,20,83,85.08,3.44,few clouds
687,Acapulco,MX,16.8634,-99.8901,20,83,78.62,2.3,few clouds
688,Tarancon,ES,40.0085,-3.0073,100,88,42.55,11.99,light rain
689,Puerto Leguizamo,CO,-0.1934,-74.7819,100,73,77.23,2.08,overcast clouds
